concept_id,concept,category,status,first_seen_paper,first_seen_year,latest_seen_paper,latest_seen_year,page_path,primary_reference_doi,openalex_id,dimensions_id,sciscinet_id,aliases
early_career_sponsorship,Early-career sponsorship by top scientists,mechanisms,full_text_seed,Li et al. (2019),2019,Li et al. (2019),2019,concepts/mechanisms/early_career_sponsorship.md,10.1038/s41467-019-13130-4,W2949684159,pub.1122584827,W2949684159,top scientist sponsorship; elite coauthor advantage; early coauthorship advantage; prestige sponsorship
faculty_retention_attrition,Faculty retention and attrition,mechanisms,full_text_seed,Wapman et al. (2022),2022,Wapman et al. (2022),2022,concepts/mechanisms/faculty_retention_attrition.md,10.1038/s41586-022-05222-x,W4296907580,pub.1151187611,W4296907580,faculty attrition; academic retention; roster attrition; faculty departure risk
field_emergence,Field emergence and specialty formation,mechanisms,full_text_seed,Mullins (1972),1972,Fortunato et al. (2018),2018,concepts/mechanisms/field_emergence.md,10.1007/BF01881390,W2019600025,pub.1005445709,W2019600025,specialty formation; new fields; domain emergence
funding_incentives_and_exploration,Funding incentives and exploration,mechanisms,full_text_seed,Azoulay et al. (2009),2009,Wang et al. (2019),2019,concepts/mechanisms/funding_incentives_and_exploration.md,10.3386/w15466,W3024332105,unknown,unknown,high-risk funding; investigator freedom; grant incentives; funding portfolio design
funding_autonomy_exploration,Funding autonomy and exploration,mechanisms,full_text_seed,Azoulay et al. (2009),2009,Wang et al. (2018),2018,concepts/mechanisms/funding_autonomy_exploration.md,10.3386/w15466,W3024332105,unknown,unknown,investigator autonomy; long-horizon funding; people-not-projects funding; tolerance for early failure
funding_model_status_contingency,Funding model status contingency,mechanisms,full_text_seed,Wang et al. (2018),2018,Wang et al. (2018),2018,concepts/mechanisms/funding_model_status_contingency.md,10.1016/j.respol.2018.03.014,W2794465725,pub.1101833101,W2794465725,competitive funding status effects; block funding; funding model heterogeneity; status-contingent novelty
gender_race_stratification,Gender and race stratification,mechanisms,full_text_seed,Ginther et al. (2011),2011,Wapman et al. (2022),2022,concepts/mechanisms/gender_race_stratification.md,10.1126/science.1196783,W2096354859,pub.1043590820,W2096354859,demographic stratification; inequality; underrepresentation; intersectionality
gendered_self_citation_gap,Gendered self-citation gap,mechanisms,full_text_seed,King et al. (2017),2017,Ioannidis et al. (2019),2019,concepts/mechanisms/gendered_self_citation_gap.md,10.1177/2378023117738903,W2466144917,pub.1099634910,W3104836124,gender self-citation gap; gendered citation self-promotion; self-citation inequality
hot_streaks,Hot streaks,mechanisms,full_text_seed,Liu et al. (2018),2018,Liu et al. (2021),2021,concepts/mechanisms/hot_streaks.md,10.1038/s41586-018-0315-8,W2808505390,pub.1105449529,W2808505390,career hot streak; high-impact burst; temporal impact clustering; career burst
exploration_exploitation_career_shifts,Exploration-exploitation career shifts,mechanisms,full_text_seed,Liu et al. (2021),2021,Liu et al. (2021),2021,concepts/mechanisms/exploration_exploitation_career_shifts.md,10.1038/s41467-021-25477-8,W3201257425,pub.1141075911,W3201257425,exploration exploitation transition; pre-hot-streak exploration; career focus shift; explore then exploit
failed_experiment_publication_value,Failed-experiment publication value,mechanisms,full_text_seed,Rzhetsky et al. (2015),2015,Nosek et al. (2018),2018,concepts/mechanisms/failed_experiment_publication_value.md,10.1073/pnas.1509757112,W2130145803,pub.1026242168,W2130145803,negative-result value; failure publication; failed edge records; null-result search value
intersectional_topic_stratification,Intersectional topic stratification,mechanisms,full_text_seed,Kozlowski et al. (2022),2022,Kozlowski et al. (2022),2022,concepts/mechanisms/intersectional_topic_stratification.md,10.1073/pnas.2113067119,W4205475170,pub.1144403702,W4205475170,topic segregation; race gender topic sorting; intersectional topic inequality; marginalized topic concentration
institutional_prestige_hierarchy,Institutional prestige hierarchy,mechanisms,full_text_seed,Clauset et al. (2015),2015,Wapman et al. (2022),2022,concepts/mechanisms/institutional_prestige_hierarchy.md,10.1126/sciadv.1400005,W2102017123,pub.1028625291,W2102017123,faculty hiring hierarchy; prestige network; status hierarchy
institutional_mobility_stratification,Institutional mobility stratification,mechanisms,full_text_seed,Deville et al. (2014),2014,Wapman et al. (2022),2022,concepts/mechanisms/institutional_mobility_stratification.md,10.1038/srep04770,W2049213211,pub.1032371564,W2049213211,rank-stratified mobility; institutional move stratification; prestige mobility; career mobility strata
multi_university_collaboration,Multi-university collaboration stratification,mechanisms,full_text_seed,Jones et al. (2008),2008,Jones et al. (2008),2008,concepts/mechanisms/multi_university_collaboration.md,10.1126/science.1158357,W2096523843,pub.1062457759,W2096523843,multi-institutional collaboration; between-school collaboration; cross-university teams; institutional collaboration stratification
interdisciplinarity,Interdisciplinarity,mechanisms,full_text_seed,Porter and Rafols (2009),2009,Wang et al. (2015),2015,concepts/mechanisms/interdisciplinarity.md,10.1007/s11192-008-2197-2,W2087238585,pub.1024224648,W2087238585,knowledge integration; diversity; disparity; coherence
interdisciplinary_citation_delay,Interdisciplinary citation delay,mechanisms,full_text_seed,Porter and Rafols (2009),2009,Wang et al. (2015),2015,concepts/mechanisms/interdisciplinary_citation_delay.md,10.1371/journal.pone.0127298,W363554780,pub.1023200340,W363554780,delayed recognition of interdisciplinarity; interdisciplinary citation lag; long-window interdisciplinary impact; cross-field diffusion delay
invisible_college,Invisible college,mechanisms,full_text_seed,Crane (1972),1972,Azoulay et al. (2019),2019,concepts/mechanisms/invisible_college.md,unknown,unknown,unknown,unknown,informal scholarly community; research circle; epistemic community
knowledge_network_experiment_search,Knowledge-network experiment search,mechanisms,full_text_seed,Rzhetsky et al. (2015),2015,Rzhetsky et al. (2015),2015,concepts/mechanisms/knowledge_network_experiment_search.md,10.1073/pnas.1509757112,W2130145803,pub.1026242168,W2130145803,experiment search strategy; knowledge graph exploration; graph search in science; collective discovery search
knowledge_use_narrowing,Knowledge-use narrowing,mechanisms,full_text_seed,Evans (2008),2008,Park et al. (2023),2023,concepts/mechanisms/knowledge_use_narrowing.md,10.1038/s41586-022-05543-x,W4313545395,pub.1154226028,W4313545395,narrowing knowledge use; effective knowledge stock; cited-knowledge narrowing; decline in disruptive search; electronic access narrowing
mature_field_exploration_gap,Mature-field exploration gap,mechanisms,full_text_seed,Rzhetsky et al. (2015),2015,Park et al. (2023),2023,concepts/mechanisms/mature_field_exploration_gap.md,10.1073/pnas.1509757112,W2130145803,pub.1026242168,W2130145803,mature network search gap; field maturity exploration gap; mature-field risk gap; distant-search gap
mentorship_chaperone_effects,Mentorship and chaperone effects,mechanisms,full_text_seed,Sekara et al. (2018),2018,Li et al. (2019),2019,concepts/mechanisms/mentorship_chaperone_effects.md,10.1073/pnas.1800471115,W2904801760,pub.1110510902,W2904801760,mentor advantage; prestige sponsorship; early coauthorship; chaperone effect
matthew_effect,Matthew effect,mechanisms,full_text_seed,Merton (1968),1968,Fortunato et al. (2018),2018,concepts/mechanisms/matthew_effect.md,10.1126/science.159.3810.56,W4292887282,pub.1062493069,W4292887282,recognition inequality; cumulative recognition; Matthew Matilda effect
novelty_conventionality,Novelty and conventionality,mechanisms,full_text_seed,Uzzi et al. (2013),2013,Xu et al. (2022),2022,concepts/mechanisms/novelty_conventionality.md,10.1126/science.1240474,W2066752129,pub.1028974017,W2066752129,atypical combinations; recombinant novelty; tradition and innovation
novelty_penalty,Novelty penalty,mechanisms,full_text_seed,Wang et al. (2017),2017,Wang et al. (2018),2018,concepts/mechanisms/novelty_penalty.md,10.1016/j.respol.2017.06.006,W3123050710,pub.1090835595,W3123050710,bias against novelty; delayed novelty recognition; short-window citation bias; novelty evaluation penalty
open_access_citation_advantage,Open access citation advantage,mechanisms,full_text_seed,Piwowar et al. (2018),2018,Piwowar et al. (2018),2018,concepts/mechanisms/open_access_citation_advantage.md,10.7717/peerj.4375,W2741809807,pub.1101032124,W2741809807,OACA; OA citation advantage; access citation effect; open access impact advantage
obliteration_by_incorporation,Obliteration by incorporation,mechanisms,full_text_seed,Merton (1965),1965,Meng et al. (2024),2024,concepts/mechanisms/obliteration_by_incorporation.md,unknown,unknown,unknown,unknown,OBI; uncited canonical knowledge; citation amnesia
peer_review_gatekeeping,Peer review and gatekeeping,mechanisms,full_text_seed,Zuckerman and Merton (1971),1971,Wu et al. (2019),2019,concepts/mechanisms/peer_review_gatekeeping.md,10.1007/BF01553188,W2030552375,pub.1027804703,W2030552375,grant review; manuscript review; gatekeeping; evaluation noise
prestige_constrained_faculty_mobility,Prestige-constrained faculty mobility,mechanisms,full_text_seed,Clauset et al. (2015),2015,Wapman et al. (2022),2022,concepts/mechanisms/prestige_constrained_faculty_mobility.md,10.1126/sciadv.1400005,W2102017123,pub.1028625291,W2102017123,downward faculty mobility; prestige rank change; faculty upward mobility; placement hierarchy constraint
preferential_attachment,Preferential attachment,mechanisms,full_text_seed,Price (1976),1976,Fortunato et al. (2018),2018,concepts/mechanisms/preferential_attachment.md,10.1002/asi.4630270505,W2080450835,pub.1038956878,W2080450835,rich-get-richer; cumulative attachment; scale-free growth
publication_bias_selective_reporting,Selective reporting and publication bias,mechanisms,full_text_seed,Ioannidis (2005),2005,Nosek et al. (2018),2018,concepts/mechanisms/publication_bias_selective_reporting.md,10.1371/journal.pmed.0020124,W2144981148,pub.1012818229,W2144981148,publication bias; file drawer problem; selective outcome reporting; positive results bias
public_policy_attention,Public and policy attention,mechanisms,full_text_seed,Thelwall et al. (2013),2013,Haunschild and Bornmann (2017),2017,concepts/mechanisms/public_policy_attention.md,10.1371/journal.pone.0064841,W2073023209,pub.1028078949,W2073023209,societal attention; policy uptake; media attention; online attention
research_fronts,Research fronts,mechanisms,full_text_seed,Price (1965),1965,Azoulay et al. (2019),2019,concepts/mechanisms/research_fronts.md,10.1126/science.149.3683.510,W2088209891,pub.1062485810,W2088209891,emerging specialties; fronts of science; hot topics
research_strategy_risk_reward,Research strategy risk-reward,mechanisms,full_text_seed,Foster et al. (2015),2015,Liu et al. (2021),2021,concepts/mechanisms/research_strategy_risk_reward.md,10.1177/0003122415601618,W2154053722,pub.1006210257,W2154053722,essential tension; risky research strategy; tradition and innovation; exploration exploitation sequence
reputation_effects,Reputation effects,mechanisms,full_text_seed,Merton (1968),1968,Li et al. (2019),2019,concepts/mechanisms/reputation_effects.md,10.1073/pnas.1323111111,W2152513188,pub.1035836589,W2152513188,author reputation; status signal; reputation premium; citation crossover; prestige effect
retraction_cascades,Retraction cascades,mechanisms,full_text_seed,Fang et al. (2012),2012,Fang et al. (2012),2012,concepts/mechanisms/retraction_cascades.md,10.1073/pnas.1212247109,W2097110982,pub.1035913875,W2097110982,serial retractions; repeated-retraction clusters; investigation-triggered retractions
scientific_career_impact,Scientific career impact dynamics,mechanisms,full_text_seed,Sinatra et al. (2016),2016,Liu et al. (2021),2021,concepts/mechanisms/scientific_career_impact.md,10.1126/science.aaf5239,W2547045893,pub.1044965176,W2547045893,Q model; random impact rule; career trajectories
scientific_problem_choice,Scientific problem choice,mechanisms,full_text_seed,Rzhetsky et al. (2015),2015,Azoulay et al. (2019),2019,concepts/mechanisms/scientific_problem_choice.md,10.1073/pnas.1509757112,W2130145803,pub.1026242168,W2130145803,experiment choice; problem selection; knowledge-network search; research search strategy
scientific_mobility,Scientific mobility and brain circulation,mechanisms,full_text_seed,Franzoni et al. (2012),2012,Sugimoto et al. (2017),2017,concepts/mechanisms/scientific_mobility.md,10.1038/nbt.2449,W1965663941,pub.1041991056,W1965663941,brain circulation; migration; institutional mobility; international mobility
sleeping_beauty,Sleeping beauty,mechanisms,full_text_seed,van Raan (2004),2004,Wu et al. (2019),2019,concepts/mechanisms/sleeping_beauty.md,10.1023/B:SCIE.0000018543.82441.F1,W2159299749,pub.1032191939,W2159299749,delayed recognition; awakening; citation sleep
