concept_id_a,concept_id_b,cosine_similarity,shared_terms,page_path_a,page_path_b
posterior_word_salience_highlighting,topic_assignment_tagging,0.7331,topic; words; posterior; highlighting; word; griffiths; steyvers; highlighted,concepts/measures/posterior_word_salience_highlighting.md,concepts/methods/topic_assignment_tagging.md
policy_attention_coverage_bias,policy_mention_time_lag,0.7323,policy; mention; bornmann; haunschild; source; documents; tracked; mentioned,concepts/validations/policy_attention_coverage_bias.md,concepts/measures/policy_mention_time_lag.md
policy_source_list_transparency,policy_source_regional_language_bias,0.7323,policy; source; tracked; english; bornmann; sources; haunschild; list,concepts/validations/policy_source_list_transparency.md,concepts/validations/policy_source_regional_language_bias.md
replication_ci_coverage_shortfall,replication_effect_size_shrinkage,0.7323,replication; original; effect; shrinkage; size; effects; open; estimates,concepts/validations/replication_ci_coverage_shortfall.md,concepts/measures/replication_effect_size_shrinkage.md
retraction_cause_taxonomies,retraction_source_reconciliation,0.7313,retraction; cause; notice; fang; notices; fraud; reconciliation; secondary,concepts/methods/retraction_cause_taxonomies.md,concepts/methods/retraction_source_reconciliation.md
citation_life_cycle_half_life,paper_attention_half_life,0.7310,half; life; peak; attention; decay; annual; parolo; last,concepts/measures/citation_life_cycle_half_life.md,concepts/measures/paper_attention_half_life.md
identifier_gated_inclusion_rule,unique_identifier_inclusion_gate,0.7310,identifier; recognized; inclusion; hook; identifiers; gated; gate; persistent,concepts/validations/identifier_gated_inclusion_rule.md,concepts/validations/unique_identifier_inclusion_gate.md
retractions_self_correction,time_to_retraction,0.7306,retraction; correction; fang; cause; notice; retracted; retractions; fraud,concepts/validations/retractions_self_correction.md,concepts/measures/time_to_retraction.md
co_citation_credit_attribution,collective_credit_allocation,0.7303,credit; shen; focal; attribution; perceived; barabasi; author; contribution,concepts/methods/co_citation_credit_attribution.md,concepts/measures/collective_credit_allocation.md
hot_streak_collective_impact_decomposition,single_hot_streak_uniqueness,0.7303,hot; streak; streaks; liu; career; careers; model; elevated,concepts/methods/hot_streak_collective_impact_decomposition.md,concepts/validations/single_hot_streak_uniqueness.md
wos_core_collection_source_layers,wos_times_cited_source_provenance,0.7300,collection; core; source; platform; birkle; indexes; layer; times,concepts/datasets/wos_core_collection_source_layers.md,concepts/validations/wos_times_cited_source_provenance.md
counterpart_node_coupling,interlayer_coupling_completeness_assumption,0.7294,coupling; interlayer; counterpart; entity; multiplex; layer; domenico; layers,concepts/representations/counterpart_node_coupling.md,concepts/validations/interlayer_coupling_completeness_assumption.md
collaboration_percolation_transition,percolation_line_distance,0.7289,line; percolation; team; guimera; transition; critical; collaboration; assembly,concepts/mechanisms/collaboration_percolation_transition.md,concepts/measures/percolation_line_distance.md
policy_document_mentions,policy_mention_time_lag,0.7287,policy; mention; bornmann; mentioned; haunschild; mentions; documents; source,concepts/measures/policy_document_mentions.md,concepts/measures/policy_mention_time_lag.md
collective_credit_allocation,credit_allocation_matrix,0.7273,credit; shen; matrix; allocation; author; fractional; barabasi; focal,concepts/measures/collective_credit_allocation.md,concepts/measures/credit_allocation_matrix.md
grid_affiliation_mapping,grid_institution_resolution_workflow,0.7270,organization; affiliation; grid; hook; strings; institution; machine; variants,concepts/methods/grid_affiliation_mapping.md,concepts/methods/grid_institution_resolution_workflow.md
referral_chain_shortest_paths,shortest_path_topic_mismatch_caveat,0.7263,shortest; paths; path; referral; coauthorship; newman; chain; intermediate,concepts/methods/referral_chain_shortest_paths.md,concepts/validations/shortest_path_topic_mismatch_caveat.md
diagnostic_topic_ratio,topic_class_profile_matrix,0.7261,topic; class; diagnostic; classes; griffiths; steyvers; topics; minor,concepts/measures/diagnostic_topic_ratio.md,concepts/representations/topic_class_profile_matrix.md
original_evidence_reproducibility_gradient,replication_effect_size_shrinkage,0.7261,replication; original; effect; size; success; open; effects; reproducibility,concepts/mechanisms/original_evidence_reproducibility_gradient.md,concepts/measures/replication_effect_size_shrinkage.md
hot_streak_collective_impact_decomposition,hot_streak_performance_state_model,0.7258,hot; streak; baseline; performance; model; liu; career; decomposition,concepts/methods/hot_streak_collective_impact_decomposition.md,concepts/methods/hot_streak_performance_state_model.md
hot_streak_entropy_randomization_baseline,post_hot_streak_entropy_reversion,0.7258,entropy; hot; streak; onset; randomized; career; liu; exploitation,concepts/validations/hot_streak_entropy_randomization_baseline.md,concepts/validations/post_hot_streak_entropy_reversion.md
counterpart_node_coupling,intralayer_interlayer_adjacency,0.7254,interlayer; layer; counterpart; coupling; node; adjacency; entity; domenico,concepts/representations/counterpart_node_coupling.md,concepts/representations/intralayer_interlayer_adjacency.md
proposal_evaluator_fixed_effect_identification,reviewer_proposal_intellectual_distance,0.7249,proposal; evaluator; distance; reviewer; boudreau; fixed; effects; proposals,concepts/methods/proposal_evaluator_fixed_effect_identification.md,concepts/measures/reviewer_proposal_intellectual_distance.md
block_funding_novelty_buffer,funding_model_status_contingency,0.7245,funding; competitive; block; novelty; internal; funds; project; researchers,concepts/mechanisms/block_funding_novelty_buffer.md,concepts/mechanisms/funding_model_status_contingency.md
central_scientist_reputation_approximation,multi_source_reputation_confound,0.7244,reputation; focal; coauthor; author; petersen; mentor; central; scientist,concepts/validations/central_scientist_reputation_approximation.md,concepts/validations/multi_source_reputation_confound.md
replication_moderator_battery,replication_moderator_index_aggregation,0.7243,moderator; replication; indices; variables; original; reproducibility; success; open,concepts/methods/replication_moderator_battery.md,concepts/methods/replication_moderator_index_aggregation.md
strongest_partner_impact_model,university_tier_mixing_matrix,0.7241,tier; university; collaborations; collaboration; jones; school; pair; cross,concepts/mechanisms/strongest_partner_impact_model.md,concepts/representations/university_tier_mixing_matrix.md
citable_items_cited_impact_factor,per_cited_item_impact_factor,0.7237,items; citable; cited; factor; item; garfield; ordinary; uncited,concepts/measures/citable_items_cited_impact_factor.md,concepts/measures/per_cited_item_impact_factor.md
attraction_return_policy_asymmetry,scientific_mobility_motivation_taxonomy,0.7235,return; reasons; motives; mobility; family; franzoni; outward; job,concepts/mechanisms/attraction_return_policy_asymmetry.md,concepts/methods/scientific_mobility_motivation_taxonomy.md
hot_streak_impact_prediction_bias,hot_streaks,0.7235,hot; streaks; streak; career; liu; onset; prediction; forecasts,concepts/validations/hot_streak_impact_prediction_bias.md,concepts/mechanisms/hot_streaks.md
impact_factor_biased_self_citation_practices,wos_ifbscp_journal_year_panel,0.7228,journal; self; factor; ifbscp; chorus; waltman; preceding; panel,concepts/measures/impact_factor_biased_self_citation_practices.md,concepts/datasets/wos_ifbscp_journal_year_panel.md
venue_chaperone_effect,venue_pi_experience_categories,0.7226,senior; chaperoned; venue; author; established; chaperone; sekara; experience,concepts/mechanisms/venue_chaperone_effect.md,concepts/measures/venue_pi_experience_categories.md
authorship_structure_taxonomy,between_school_collaboration_share,0.7221,school; university; solo; collaborative; collaboration; authorship; institutional; jones,concepts/measures/authorship_structure_taxonomy.md,concepts/measures/between_school_collaboration_share.md
oldest_cohort_pagerank_floor,pagerank_age_bias_check,0.7221,pagerank; age; chen; damping; recursive; old; average; bias,concepts/validations/oldest_cohort_pagerank_floor.md,concepts/validations/pagerank_age_bias_check.md
clinical_trial_publication_linkages,clinical_trials_geographic_linkage_bias,0.7217,trial; clinical; nct; pmid; lin; trials; clinicaltrials; gov,concepts/datasets/clinical_trial_publication_linkages.md,concepts/validations/clinical_trials_geographic_linkage_bias.md
collective_credit_allocation,credit_share_evolution,0.7212,credit; shen; coauthor; allocation; prize; contribution; barabasi; community,concepts/measures/collective_credit_allocation.md,concepts/measures/credit_share_evolution.md
policy_mention_coverage_rate,policy_mention_time_lag,0.7208,policy; mention; bornmann; haunschild; mentioned; documents; related; rate,concepts/measures/policy_mention_coverage_rate.md,concepts/measures/policy_mention_time_lag.md
core_plus_one_mentor_component,core_team_poisson_mode,0.7207,core; team; poisson; mentor; component; teams; milojevic; author,concepts/mechanisms/core_plus_one_mentor_component.md,concepts/mechanisms/core_team_poisson_mode.md
credit_share_evolution,nobel_prize_credit_canonization,0.7204,credit; prize; shen; nobel; laureates; barabasi; share; shares,concepts/measures/credit_share_evolution.md,concepts/mechanisms/nobel_prize_credit_canonization.md
fractional_project_funding_attribution,project_funding_source_survey_linkage,0.7200,funding; project; funds; survey; competitive; source; block; grants,concepts/measures/fractional_project_funding_attribution.md,concepts/datasets/project_funding_source_survey_linkage.md
awakening_intensity_tail_invariance,awakening_probability_function,0.7198,awakening; sleep; intensity; sleeping; raan; van; beauty; depth,concepts/measures/awakening_intensity_tail_invariance.md,concepts/measures/awakening_probability_function.md
multi_source_reputation_confound,reputation_effects,0.7198,reputation; author; petersen; coauthor; prestige; cumulative; effects; institution,concepts/validations/multi_source_reputation_confound.md,concepts/mechanisms/reputation_effects.md
patent_citation_to_science_link_table,patent_paper_links,0.7197,patent; patents; fuegi; marx; jurisdiction; lin; link; table,concepts/datasets/patent_citation_to_science_link_table.md,concepts/datasets/patent_paper_links.md
hidden_citations,hidden_to_explicit_citation_ratio,0.7194,hidden; foundational; meng; credit; explicit; catchphrase; topic; ratios,concepts/measures/hidden_citations.md,concepts/measures/hidden_to_explicit_citation_ratio.md
institutional_rank_transition_likelihood,rank_transition_shuffle_null,0.7193,transition; rank; null; deville; moves; destination; matrix; mobility,concepts/measures/institutional_rank_transition_likelihood.md,concepts/validations/rank_transition_shuffle_null.md
policy_attention_coverage_bias,policy_source_list_transparency,0.7191,policy; source; tracked; bornmann; haunschild; sources; list; documents,concepts/validations/policy_attention_coverage_bias.md,concepts/validations/policy_source_list_transparency.md
intralayer_interlayer_adjacency,multilayer_adjacency_tensors,0.7189,layer; interlayer; adjacency; tensor; node; domenico; intralayer; layers,concepts/representations/intralayer_interlayer_adjacency.md,concepts/representations/multilayer_adjacency_tensors.md
